afp_name,month,year,found,rentability
CUPRUM,04,2015,E,-0.66
HABITAT,04,2015,E,-0.51
MODELO,04,2015,E,-0.6
PLANVITAL,04,2015,E,-0.63
PROVIDA,04,2015,E,-0.6
SISTEMA,04,2015,E,-0.6
CAPITAL,05,2015,A,0.14
CUPRUM,05,2015,A,0.23
HABITAT,05,2015,A,0.27
MODELO,05,2015,A,0.29
PLANVITAL,05,2015,A,0.06
PROVIDA,05,2015,A,0.19
SISTEMA,05,2015,A,0.21
CAPITAL,05,2015,B,-0.12
CUPRUM,05,2015,B,-0.05
HABITAT,05,2015,B,-0.07
MODELO,05,2015,B,0.0
PLANVITAL,05,2015,B,-0.13
PROVIDA,05,2015,B,-0.15
SISTEMA,05,2015,B,-0.1
CAPITAL,05,2015,C,-0.39
CUPRUM,05,2015,C,-0.29
HABITAT,05,2015,C,-0.32
MODELO,05,2015,C,-0.08
PLANVITAL,05,2015,C,-0.26
PROVIDA,05,2015,C,-0.38
SISTEMA,05,2015,C,-0.34
CAPITAL,05,2015,D,-0.46
CUPRUM,05,2015,D,-0.46
HABITAT,05,2015,D,-0.43
MODELO,05,2015,D,-0.11
PLANVITAL,05,2015,D,-0.32
PROVIDA,05,2015,D,-0.44
SISTEMA,05,2015,D,-0.44
CAPITAL,05,2015,E,-0.81
CUPRUM,05,2015,E,-0.91
HABITAT,05,2015,E,-0.95
MODELO,05,2015,E,-0.32
PLANVITAL,05,2015,E,-0.62
PROVIDA,05,2015,E,-0.78
SISTEMA,05,2015,E,-0.86
CAPITAL,06,2015,A,-1.37
CUPRUM,06,2015,A,-1.48
HABITAT,06,2015,A,-1.27
MODELO,06,2015,A,-1.39
PLANVITAL,06,2015,A,-1.51
PROVIDA,06,2015,A,-1.56
SISTEMA,06,2015,A,-1.42
CAPITAL,06,2015,B,-1.25
CUPRUM,06,2015,B,-1.26
HABITAT,06,2015,B,-1.09
MODELO,06,2015,B,-1.1
PLANVITAL,06,2015,B,-1.27
PROVIDA,06,2015,B,-1.42
SISTEMA,06,2015,B,-1.25
CAPITAL,06,2015,C,-0.93
CUPRUM,06,2015,C,-0.93
HABITAT,06,2015,C,-0.78
MODELO,06,2015,C,-0.67
PLANVITAL,06,2015,C,-0.94
PROVIDA,06,2015,C,-1.16
SISTEMA,06,2015,C,-0.96
CAPITAL,06,2015,D,-0.51
CUPRUM,06,2015,D,-0.49
HABITAT,06,2015,D,-0.35
MODELO,06,2015,D,-0.17
PLANVITAL,06,2015,D,-0.43
PROVIDA,06,2015,D,-0.71
SISTEMA,06,2015,D,-0.53
CAPITAL,06,2015,E,-0.22
CUPRUM,06,2015,E,-0.3
HABITAT,06,2015,E,-0.3
MODELO,06,2015,E,-0.01
PLANVITAL,06,2015,E,-0.22
PROVIDA,06,2015,E,-0.52
SISTEMA,06,2015,E,-0.33
CAPITAL,07,2015,A,2.87
CUPRUM,07,2015,A,2.77
HABITAT,07,2015,A,2.85
MODELO,07,2015,A,2.59
PLANVITAL,07,2015,A,2.47
PROVIDA,07,2015,A,2.81
SISTEMA,07,2015,A,2.81
CAPITAL,07,2015,B,2.13
CUPRUM,07,2015,B,2.14
HABITAT,07,2015,B,2.19
MODELO,07,2015,B,1.95
PLANVITAL,07,2015,B,1.79
PROVIDA,07,2015,B,2.19
SISTEMA,07,2015,B,2.15
CAPITAL,07,2015,C,2.02
CUPRUM,07,2015,C,2.06
HABITAT,07,2015,C,2.15
MODELO,07,2015,C,1.77
PLANVITAL,07,2015,C,1.65
PROVIDA,07,2015,C,2.06
SISTEMA,07,2015,C,2.06
CAPITAL,07,2015,D,1.95
CUPRUM,07,2015,D,2.01
HABITAT,07,2015,D,2.08
MODELO,07,2015,D,1.66
PLANVITAL,07,2015,D,1.72
PROVIDA,07,2015,D,2.08
SISTEMA,07,2015,D,2.02
CAPITAL,07,2015,E,1.54
CUPRUM,07,2015,E,1.61
HABITAT,07,2015,E,1.7
MODELO,07,2015,E,1.03
PLANVITAL,07,2015,E,1.17
PROVIDA,07,2015,E,1.53
SISTEMA,07,2015,E,1.59
CAPITAL,08,2015,A,-3.6
CUPRUM,08,2015,A,-3.45
HABITAT,08,2015,A,-3.61
MODELO,08,2015,A,-3.72
PLANVITAL,08,2015,A,-3.62
PROVIDA,08,2015,A,-3.61
SISTEMA,08,2015,A,-3.57
CAPITAL,08,2015,B,-2.3
CUPRUM,08,2015,B,-2.15
HABITAT,08,2015,B,-2.35
MODELO,08,2015,B,-2.46
PLANVITAL,08,2015,B,-2.34
PROVIDA,08,2015,B,-2.4
SISTEMA,08,2015,B,-2.32
CAPITAL,08,2015,C,-1.13
CUPRUM,08,2015,C,-1.0
HABITAT,08,2015,C,-1.06
MODELO,08,2015,C,-1.32
PLANVITAL,08,2015,C,-1.24
PROVIDA,08,2015,C,-1.24
SISTEMA,08,2015,C,-1.13
CAPITAL,08,2015,D,-0.24
CUPRUM,08,2015,D,-0.09
HABITAT,08,2015,D,-0.16
MODELO,08,2015,D,-0.36
PLANVITAL,08,2015,D,-0.29
PROVIDA,08,2015,D,-0.34
SISTEMA,08,2015,D,-0.23
CAPITAL,08,2015,E,0.54
CUPRUM,08,2015,E,0.66
HABITAT,08,2015,E,0.54
MODELO,08,2015,E,0.33
PLANVITAL,08,2015,E,0.36
PROVIDA,08,2015,E,0.51
SISTEMA,08,2015,E,0.56
CAPITAL,09,2015,A,-3.49
CUPRUM,09,2015,A,-3.47
HABITAT,09,2015,A,-3.42
MODELO,09,2015,A,-3.45
PLANVITAL,09,2015,A,-3.2
PROVIDA,09,2015,A,-3.39
SISTEMA,09,2015,A,-3.44
CAPITAL,09,2015,B,-2.85
CUPRUM,09,2015,B,-2.77
HABITAT,09,2015,B,-2.81
MODELO,09,2015,B,-2.64
PLANVITAL,09,2015,B,-2.49
PROVIDA,09,2015,B,-2.79
SISTEMA,09,2015,B,-2.79
CAPITAL,09,2015,C,-2.22
CUPRUM,09,2015,C,-2.11
HABITAT,09,2015,C,-2.19
MODELO,09,2015,C,-1.96
PLANVITAL,09,2015,C,-1.95
PROVIDA,09,2015,C,-2.14
SISTEMA,09,2015,C,-2.15
CAPITAL,09,2015,D,-1.52
CUPRUM,09,2015,D,-1.34
HABITAT,09,2015,D,-1.56
MODELO,09,2015,D,-1.22
PLANVITAL,09,2015,D,-1.3
PROVIDA,09,2015,D,-1.49
SISTEMA,09,2015,D,-1.48
CAPITAL,09,2015,E,-0.63
CUPRUM,09,2015,E,-0.69
HABITAT,09,2015,E,-0.81
MODELO,09,2015,E,-0.53
PLANVITAL,09,2015,E,-0.68
PROVIDA,09,2015,E,-0.81
SISTEMA,09,2015,E,-0.73
CAPITAL,10,2015,A,4.96
CUPRUM,10,2015,A,4.98
HABITAT,10,2015,A,4.96
MODELO,10,2015,A,5.01
PLANVITAL,10,2015,A,4.91
PROVIDA,10,2015,A,4.85
SISTEMA,10,2015,A,4.94
CAPITAL,10,2015,B,3.45
CUPRUM,10,2015,B,3.44
HABITAT,10,2015,B,3.51
MODELO,10,2015,B,3.4
PLANVITAL,10,2015,B,3.28
PROVIDA,10,2015,B,3.49
SISTEMA,10,2015,B,3.47
CAPITAL,10,2015,C,2.03
CUPRUM,10,2015,C,1.96
HABITAT,10,2015,C,2.17
MODELO,10,2015,C,1.97
PLANVITAL,10,2015,C,1.96
PROVIDA,10,2015,C,2.02
SISTEMA,10,2015,C,2.05
CAPITAL,10,2015,D,0.91
CUPRUM,10,2015,D,0.9
HABITAT,10,2015,D,0.98
MODELO,10,2015,D,0.77
PLANVITAL,10,2015,D,0.77
PROVIDA,10,2015,D,0.82
SISTEMA,10,2015,D,0.89
CAPITAL,10,2015,E,-0.1
CUPRUM,10,2015,E,-0.09
HABITAT,10,2015,E,0.13
MODELO,10,2015,E,-0.16
PLANVITAL,10,2015,E,-0.16
PROVIDA,10,2015,E,-0.06
SISTEMA,10,2015,E,-0.03
CAPITAL,11,2015,A,1.44
CUPRUM,11,2015,A,1.37
HABITAT,11,2015,A,1.46
MODELO,11,2015,A,1.38
PLANVITAL,11,2015,A,1.38
PROVIDA,11,2015,A,1.41
SISTEMA,11,2015,A,1.42
CAPITAL,11,2015,B,0.84
CUPRUM,11,2015,B,0.78
HABITAT,11,2015,B,0.94
MODELO,11,2015,B,0.79
PLANVITAL,11,2015,B,0.86
PROVIDA,11,2015,B,0.82
SISTEMA,11,2015,B,0.85
CAPITAL,11,2015,C,0.65
CUPRUM,11,2015,C,0.52
HABITAT,11,2015,C,0.56
MODELO,11,2015,C,0.53
PLANVITAL,11,2015,C,0.64
PROVIDA,11,2015,C,0.56
SISTEMA,11,2015,C,0.57
CAPITAL,11,2015,D,0.43
CUPRUM,11,2015,D,0.3
HABITAT,11,2015,D,0.34
MODELO,11,2015,D,0.42
PLANVITAL,11,2015,D,0.44
PROVIDA,11,2015,D,0.39
SISTEMA,11,2015,D,0.38
CAPITAL,11,2015,E,-0.13
CUPRUM,11,2015,E,-0.17
HABITAT,11,2015,E,-0.19
MODELO,11,2015,E,-0.11
PLANVITAL,11,2015,E,-0.13
PROVIDA,11,2015,E,-0.11
SISTEMA,11,2015,E,-0.15
CAPITAL,12,2015,A,-2.21
CUPRUM,12,2015,A,-2.23
HABITAT,12,2015,A,-2.2
MODELO,12,2015,A,-2.2
PLANVITAL,12,2015,A,-2.34
PROVIDA,12,2015,A,-2.19
SISTEMA,12,2015,A,-2.21
CAPITAL,12,2015,B,-1.78
CUPRUM,12,2015,B,-1.81
HABITAT,12,2015,B,-1.65
MODELO,12,2015,B,-1.81
PLANVITAL,12,2015,B,-1.81
PROVIDA,12,2015,B,-1.8
SISTEMA,12,2015,B,-1.76
CAPITAL,12,2015,C,-1.55
CUPRUM,12,2015,C,-1.51
HABITAT,12,2015,C,-1.38
MODELO,12,2015,C,-1.46
PLANVITAL,12,2015,C,-1.52
PROVIDA,12,2015,C,-1.51
SISTEMA,12,2015,C,-1.48
CAPITAL,12,2015,D,-1.04
CUPRUM,12,2015,D,-1.0
HABITAT,12,2015,D,-1.04
MODELO,12,2015,D,-1.0
PLANVITAL,12,2015,D,-0.99
PROVIDA,12,2015,D,-1.15
SISTEMA,12,2015,D,-1.06
CAPITAL,12,2015,E,-0.49
CUPRUM,12,2015,E,-0.53
HABITAT,12,2015,E,-0.46
MODELO,12,2015,E,-0.31
PLANVITAL,12,2015,E,-0.41
PROVIDA,12,2015,E,-0.66
SISTEMA,12,2015,E,-0.52
CAPITAL,01,2016,A,-5.96
CUPRUM,01,2016,A,-5.97
HABITAT,01,2016,A,-6.16
MODELO,01,2016,A,-6.18
PLANVITAL,01,2016,A,-6.09
PROVIDA,01,2016,A,-5.96
SISTEMA,01,2016,A,-6.02
CAPITAL,01,2016,B,-3.8
CUPRUM,01,2016,B,-3.91
HABITAT,01,2016,B,-4.01
MODELO,01,2016,B,-3.94
PLANVITAL,01,2016,B,-4.06
PROVIDA,01,2016,B,-3.85
SISTEMA,01,2016,B,-3.91
CAPITAL,01,2016,C,-1.95
CUPRUM,01,2016,C,-2.05
HABITAT,01,2016,C,-2.26
MODELO,01,2016,C,-2.18
PLANVITAL,01,2016,C,-2.28
PROVIDA,01,2016,C,-1.91
SISTEMA,01,2016,C,-2.05
CAPITAL,01,2016,D,-0.51
CUPRUM,01,2016,D,-0.56
HABITAT,01,2016,D,-0.69
MODELO,01,2016,D,-0.63
PLANVITAL,01,2016,D,-0.6
PROVIDA,01,2016,D,-0.39
SISTEMA,01,2016,D,-0.53
CAPITAL,01,2016,E,0.74
CUPRUM,01,2016,E,0.71
HABITAT,01,2016,E,0.54
MODELO,01,2016,E,0.66
PLANVITAL,01,2016,E,0.73
PROVIDA,01,2016,E,0.91
SISTEMA,01,2016,E,0.71
CAPITAL,02,2016,A,-1.52
CUPRUM,02,2016,A,-1.35
HABITAT,02,2016,A,-1.34
MODELO,02,2016,A,-1.29
PLANVITAL,02,2016,A,-1.83
PROVIDA,02,2016,A,-1.53
SISTEMA,02,2016,A,-1.44
CAPITAL,02,2016,B,-0.83
CUPRUM,02,2016,B,-0.7
HABITAT,02,2016,B,-0.68
MODELO,02,2016,B,-0.7
PLANVITAL,02,2016,B,-0.98
PROVIDA,02,2016,B,-0.82
SISTEMA,02,2016,B,-0.76
CAPITAL,02,2016,C,-0.23
CUPRUM,02,2016,C,-0.09
HABITAT,02,2016,C,-0.15
MODELO,02,2016,C,-0.28
PLANVITAL,02,2016,C,-0.37
PROVIDA,02,2016,C,-0.31
SISTEMA,02,2016,C,-0.21
CAPITAL,02,2016,D,0.09
CUPRUM,02,2016,D,0.19
HABITAT,02,2016,D,0.14
MODELO,02,2016,D,-0.02
PLANVITAL,02,2016,D,-0.02
PROVIDA,02,2016,D,0.07
SISTEMA,02,2016,D,0.11
CAPITAL,02,2016,E,0.84
CUPRUM,02,2016,E,0.95
HABITAT,02,2016,E,0.81
MODELO,02,2016,E,0.67
PLANVITAL,02,2016,E,0.77
PROVIDA,02,2016,E,0.95
SISTEMA,02,2016,E,0.88
CAPITAL,03,2016,A,4.18
CUPRUM,03,2016,A,4.44
HABITAT,03,2016,A,4.64
MODELO,03,2016,A,4.71
PLANVITAL,03,2016,A,4.28
PROVIDA,03,2016,A,4.35
SISTEMA,03,2016,A,4.42
CAPITAL,03,2016,B,3.09
CUPRUM,03,2016,B,3.31
HABITAT,03,2016,B,3.42
MODELO,03,2016,B,3.45
PLANVITAL,03,2016,B,3.05
PROVIDA,03,2016,B,3.31
SISTEMA,03,2016,B,3.3
CAPITAL,03,2016,C,1.99
CUPRUM,03,2016,C,2.13
HABITAT,03,2016,C,2.33
MODELO,03,2016,C,2.27
PLANVITAL,03,2016,C,2.09
PROVIDA,03,2016,C,2.25
SISTEMA,03,2016,C,2.2
CAPITAL,03,2016,D,1.01
CUPRUM,03,2016,D,1.13
HABITAT,03,2016,D,1.33
MODELO,03,2016,D,1.23
PLANVITAL,03,2016,D,1.13
PROVIDA,03,2016,D,1.33
SISTEMA,03,2016,D,1.22
CAPITAL,03,2016,E,0.34
CUPRUM,03,2016,E,0.32
HABITAT,03,2016,E,0.49
MODELO,03,2016,E,0.31
PLANVITAL,03,2016,E,0.33
PROVIDA,03,2016,E,0.62
SISTEMA,03,2016,E,0.43
CAPITAL,04,2016,A,-0.03
CUPRUM,04,2016,A,-0.04
HABITAT,04,2016,A,0.0
MODELO,04,2016,A,0.06
PLANVITAL,04,2016,A,-0.07
PROVIDA,04,2016,A,-0.12
SISTEMA,04,2016,A,-0.04
CAPITAL,04,2016,B,0.1
CUPRUM,04,2016,B,0.04
HABITAT,04,2016,B,0.13
MODELO,04,2016,B,0.17
PLANVITAL,04,2016,B,-0.1
PROVIDA,04,2016,B,-0.12
SISTEMA,04,2016,B,0.04
CAPITAL,04,2016,C,0.1
CUPRUM,04,2016,C,0.05
HABITAT,04,2016,C,0.18
MODELO,04,2016,C,0.21
PLANVITAL,04,2016,C,-0.03
PROVIDA,04,2016,C,-0.17
SISTEMA,04,2016,C,0.03
CAPITAL,04,2016,D,0.06
CUPRUM,04,2016,D,-0.06
HABITAT,04,2016,D,0.09
MODELO,04,2016,D,0.17
PLANVITAL,04,2016,D,-0.08
PROVIDA,04,2016,D,-0.2
SISTEMA,04,2016,D,-0.04
CAPITAL,04,2016,E,-0.05
CUPRUM,04,2016,E,-0.14
HABITAT,04,2016,E,-0.03
MODELO,04,2016,E,-0.01
PLANVITAL,04,2016,E,-0.23
PROVIDA,04,2016,E,-0.28
SISTEMA,04,2016,E,-0.12
CAPITAL,05,2016,A,2.26
CUPRUM,05,2016,A,2.48
HABITAT,05,2016,A,2.49
MODELO,05,2016,A,2.5
PLANVITAL,05,2016,A,2.52
PROVIDA,05,2016,A,2.53
SISTEMA,05,2016,A,2.45
CAPITAL,05,2016,B,1.58
CUPRUM,05,2016,B,1.84
HABITAT,05,2016,B,1.81
MODELO,05,2016,B,1.91
PLANVITAL,05,2016,B,1.8
PROVIDA,05,2016,B,1.84
SISTEMA,05,2016,B,1.78
CAPITAL,05,2016,C,1.07
CUPRUM,05,2016,C,1.22
HABITAT,05,2016,C,1.29
MODELO,05,2016,C,1.46
PLANVITAL,05,2016,C,1.26
PROVIDA,05,2016,C,1.25
SISTEMA,05,2016,C,1.23
CAPITAL,05,2016,D,0.52
CUPRUM,05,2016,D,0.72
HABITAT,05,2016,D,0.77
MODELO,05,2016,D,1.0
PLANVITAL,05,2016,D,0.77
PROVIDA,05,2016,D,0.67
SISTEMA,05,2016,D,0.67
CAPITAL,05,2016,E,0.09
CUPRUM,05,2016,E,0.14
HABITAT,05,2016,E,0.22
MODELO,05,2016,E,0.36
PLANVITAL,05,2016,E,0.16
PROVIDA,05,2016,E,0.0
SISTEMA,05,2016,E,0.13
CAPITAL,06,2016,A,-3.68
CUPRUM,06,2016,A,-3.93
HABITAT,06,2016,A,-3.82
MODELO,06,2016,A,-3.74
PLANVITAL,06,2016,A,-3.9
PROVIDA,06,2016,A,-3.81
SISTEMA,06,2016,A,-3.82
CAPITAL,06,2016,B,-2.48
CUPRUM,06,2016,B,-2.69
HABITAT,06,2016,B,-2.65
MODELO,06,2016,B,-2.59
PLANVITAL,06,2016,B,-2.8
PROVIDA,06,2016,B,-2.75
SISTEMA,06,2016,B,-2.65
CAPITAL,06,2016,C,-1.8
CUPRUM,06,2016,C,-1.75
HABITAT,06,2016,C,-1.78
MODELO,06,2016,C,-1.73
PLANVITAL,06,2016,C,-1.9
PROVIDA,06,2016,C,-2.12
SISTEMA,06,2016,C,-1.89
CAPITAL,06,2016,D,-0.93
CUPRUM,06,2016,D,-1.05
HABITAT,06,2016,D,-0.95
MODELO,06,2016,D,-0.9
PLANVITAL,06,2016,D,-1.07
PROVIDA,06,2016,D,-1.24
SISTEMA,06,2016,D,-1.06
CAPITAL,06,2016,E,0.03
CUPRUM,06,2016,E,-0.09
HABITAT,06,2016,E,0.03
MODELO,06,2016,E,0.02
PLANVITAL,06,2016,E,-0.05
PROVIDA,06,2016,E,-0.44
SISTEMA,06,2016,E,-0.1
CAPITAL,07,2016,A,4.34
CUPRUM,07,2016,A,4.34
HABITAT,07,2016,A,4.37
MODELO,07,2016,A,4.53
PLANVITAL,07,2016,A,4.22
PROVIDA,07,2016,A,4.32
SISTEMA,07,2016,A,4.34
CAPITAL,07,2016,B,3.32
CUPRUM,07,2016,B,3.36
HABITAT,07,2016,B,3.39
MODELO,07,2016,B,3.38
PLANVITAL,07,2016,B,3.16
PROVIDA,07,2016,B,3.26
SISTEMA,07,2016,B,3.33
CAPITAL,07,2016,C,2.25
CUPRUM,07,2016,C,2.17
HABITAT,07,2016,C,2.37
MODELO,07,2016,C,2.15
PLANVITAL,07,2016,C,2.02
PROVIDA,07,2016,C,2.16
SISTEMA,07,2016,C,2.23
CAPITAL,07,2016,D,1.29
CUPRUM,07,2016,D,1.26
HABITAT,07,2016,D,1.38
MODELO,07,2016,D,1.06
PLANVITAL,07,2016,D,1.12
PROVIDA,07,2016,D,1.23
SISTEMA,07,2016,D,1.28
CAPITAL,07,2016,E,0.65
CUPRUM,07,2016,E,0.54
HABITAT,07,2016,E,0.72
MODELO,07,2016,E,0.31
PLANVITAL,07,2016,E,0.48
PROVIDA,07,2016,E,0.55
SISTEMA,07,2016,E,0.61
CAPITAL,08,2016,A,1.69
CUPRUM,08,2016,A,1.73
HABITAT,08,2016,A,1.83
MODELO,08,2016,A,1.74
PLANVITAL,08,2016,A,1.84
PROVIDA,08,2016,A,1.74
SISTEMA,08,2016,A,1.75
CAPITAL,08,2016,B,1.76
CUPRUM,08,2016,B,1.7
HABITAT,08,2016,B,1.83
MODELO,08,2016,B,1.69
PLANVITAL,08,2016,B,1.81
PROVIDA,08,2016,B,1.78
SISTEMA,08,2016,B,1.77
CAPITAL,08,2016,C,1.78
CUPRUM,08,2016,C,1.75
HABITAT,08,2016,C,1.79
MODELO,08,2016,C,1.59
PLANVITAL,08,2016,C,1.8
PROVIDA,08,2016,C,1.89
SISTEMA,08,2016,C,1.81
CAPITAL,08,2016,D,1.78
CUPRUM,08,2016,D,1.75
HABITAT,08,2016,D,1.75
MODELO,08,2016,D,1.48
PLANVITAL,08,2016,D,1.74
PROVIDA,08,2016,D,1.8
SISTEMA,08,2016,D,1.77
CAPITAL,08,2016,E,1.47
CUPRUM,08,2016,E,1.45
HABITAT,08,2016,E,1.41
MODELO,08,2016,E,1.15
PLANVITAL,08,2016,E,1.36
PROVIDA,08,2016,E,1.43
SISTEMA,08,2016,E,1.43
CAPITAL,09,2016,A,-1.58
CUPRUM,09,2016,A,-1.59
HABITAT,09,2016,A,-1.54
MODELO,09,2016,A,-1.46
PLANVITAL,09,2016,A,-1.48
PROVIDA,09,2016,A,-1.46
SISTEMA,09,2016,A,-1.54
CAPITAL,09,2016,B,-0.91
CUPRUM,09,2016,B,-0.99
HABITAT,09,2016,B,-0.95
MODELO,09,2016,B,-0.75
PLANVITAL,09,2016,B,-0.88
PROVIDA,09,2016,B,-0.83
SISTEMA,09,2016,B,-0.9
CAPITAL,09,2016,C,-0.32
CUPRUM,09,2016,C,-0.33
HABITAT,09,2016,C,-0.28
MODELO,09,2016,C,-0.11
PLANVITAL,09,2016,C,-0.26
PROVIDA,09,2016,C,-0.29
SISTEMA,09,2016,C,-0.3
CAPITAL,09,2016,D,0.32
CUPRUM,09,2016,D,0.37
HABITAT,09,2016,D,0.38
MODELO,09,2016,D,0.44
PLANVITAL,09,2016,D,0.37
PROVIDA,09,2016,D,0.38
SISTEMA,09,2016,D,0.37
CAPITAL,09,2016,E,0.67
CUPRUM,09,2016,E,0.67
HABITAT,09,2016,E,0.57
MODELO,09,2016,E,0.65
PLANVITAL,09,2016,E,0.69
PROVIDA,09,2016,E,0.69
SISTEMA,09,2016,E,0.64
CAPITAL,10,2016,A,-0.2
CUPRUM,10,2016,A,-0.38
HABITAT,10,2016,A,-0.3
MODELO,10,2016,A,-0.28
PLANVITAL,10,2016,A,-0.55
PROVIDA,10,2016,A,-0.38
SISTEMA,10,2016,A,-0.32
CAPITAL,10,2016,B,-0.12
CUPRUM,10,2016,B,-0.25
HABITAT,10,2016,B,-0.19
MODELO,10,2016,B,-0.11
PLANVITAL,10,2016,B,-0.34
PROVIDA,10,2016,B,-0.29
SISTEMA,10,2016,B,-0.21
CAPITAL,10,2016,C,-0.3
CUPRUM,10,2016,C,-0.54
HABITAT,10,2016,C,-0.43
MODELO,10,2016,C,-0.35
PLANVITAL,10,2016,C,-0.41
PROVIDA,10,2016,C,-0.54
SISTEMA,10,2016,C,-0.46
CAPITAL,10,2016,D,-0.38
CUPRUM,10,2016,D,-0.6
HABITAT,10,2016,D,-0.47
MODELO,10,2016,D,-0.36
PLANVITAL,10,2016,D,-0.59
PROVIDA,10,2016,D,-0.66
SISTEMA,10,2016,D,-0.53
CAPITAL,10,2016,E,-0.5
CUPRUM,10,2016,E,-0.66
HABITAT,10,2016,E,-0.43
MODELO,10,2016,E,-0.33
PLANVITAL,10,2016,E,-0.55
PROVIDA,10,2016,E,-0.66
SISTEMA,10,2016,E,-0.55
CAPITAL,11,2016,A,0.38
CUPRUM,11,2016,A,0.49
HABITAT,11,2016,A,0.51
MODELO,11,2016,A,0.58
PLANVITAL,11,2016,A,0.47
PROVIDA,11,2016,A,-0.05
SISTEMA,11,2016,A,0.35
CAPITAL,11,2016,B,-0.61
CUPRUM,11,2016,B,-0.41
HABITAT,11,2016,B,-0.34
MODELO,11,2016,B,-0.27
PLANVITAL,11,2016,B,-0.53
PROVIDA,11,2016,B,-0.85
SISTEMA,11,2016,B,-0.54
CAPITAL,11,2016,C,-1.6
CUPRUM,11,2016,C,-1.41
HABITAT,11,2016,C,-1.35
MODELO,11,2016,C,-0.94
PLANVITAL,11,2016,C,-1.43
PROVIDA,11,2016,C,-1.71
SISTEMA,11,2016,C,-1.51
CAPITAL,11,2016,D,-1.96
CUPRUM,11,2016,D,-1.82
HABITAT,11,2016,D,-1.78
MODELO,11,2016,D,-1.13
PLANVITAL,11,2016,D,-1.93
PROVIDA,11,2016,D,-2.49
SISTEMA,11,2016,D,-2.05
CAPITAL,11,2016,E,-1.83
CUPRUM,11,2016,E,-1.84
HABITAT,11,2016,E,-1.85
MODELO,11,2016,E,-1.04
PLANVITAL,11,2016,E,-1.9
PROVIDA,11,2016,E,-2.54
SISTEMA,11,2016,E,-1.95
CAPITAL,12,2016,A,-0.48
CUPRUM,12,2016,A,-0.51
HABITAT,12,2016,A,-0.4
MODELO,12,2016,A,-0.36
PLANVITAL,12,2016,A,-0.53
PROVIDA,12,2016,A,-0.72
SISTEMA,12,2016,A,-0.52
CAPITAL,12,2016,B,0.09
CUPRUM,12,2016,B,0.07
HABITAT,12,2016,B,0.18
MODELO,12,2016,B,0.14
PLANVITAL,12,2016,B,0.11
PROVIDA,12,2016,B,-0.08
SISTEMA,12,2016,B,0.07
CAPITAL,12,2016,C,0.75
CUPRUM,12,2016,C,0.9
HABITAT,12,2016,C,0.86
MODELO,12,2016,C,0.74
PLANVITAL,12,2016,C,0.84
PROVIDA,12,2016,C,0.64
SISTEMA,12,2016,C,0.78
CAPITAL,12,2016,D,1.43
CUPRUM,12,2016,D,1.52
HABITAT,12,2016,D,1.56
MODELO,12,2016,D,1.42
PLANVITAL,12,2016,D,1.52
PROVIDA,12,2016,D,1.29
SISTEMA,12,2016,D,1.43
CAPITAL,12,2016,E,1.75
CUPRUM,12,2016,E,1.88
HABITAT,12,2016,E,1.79
MODELO,12,2016,E,1.61
PLANVITAL,12,2016,E,1.75
PROVIDA,12,2016,E,1.57
SISTEMA,12,2016,E,1.76
CAPITAL,01,2017,A,0.87
CUPRUM,01,2017,A,0.94
HABITAT,01,2017,A,0.96
MODELO,01,2017,A,1.15
PLANVITAL,01,2017,A,1.06
PROVIDA,01,2017,A,0.96
SISTEMA,01,2017,A,0.95
CAPITAL,01,2017,B,0.92
CUPRUM,01,2017,B,0.96
HABITAT,01,2017,B,1.03
MODELO,01,2017,B,1.08
PLANVITAL,01,2017,B,1.04
PROVIDA,01,2017,B,0.97
SISTEMA,01,2017,B,0.98
CAPITAL,01,2017,C,0.9
CUPRUM,01,2017,C,0.87
HABITAT,01,2017,C,0.98
MODELO,01,2017,C,0.92
PLANVITAL,01,2017,C,0.98
PROVIDA,01,2017,C,0.87
SISTEMA,01,2017,C,0.91
CAPITAL,01,2017,D,0.73
CUPRUM,01,2017,D,0.73
HABITAT,01,2017,D,0.85
MODELO,01,2017,D,0.65
PLANVITAL,01,2017,D,0.79
PROVIDA,01,2017,D,0.77
SISTEMA,01,2017,D,0.77
CAPITAL,01,2017,E,0.79
CUPRUM,01,2017,E,0.73
HABITAT,01,2017,E,0.81
MODELO,01,2017,E,0.53
PLANVITAL,01,2017,E,0.79
PROVIDA,01,2017,E,0.76
SISTEMA,01,2017,E,0.77
CAPITAL,02,2017,A,1.9
CUPRUM,02,2017,A,1.96
HABITAT,02,2017,A,1.96
MODELO,02,2017,A,1.96
PLANVITAL,02,2017,A,1.71
PROVIDA,02,2017,A,1.91
SISTEMA,02,2017,A,1.93
CAPITAL,02,2017,B,1.64
CUPRUM,02,2017,B,1.73
HABITAT,02,2017,B,1.69
MODELO,02,2017,B,1.73
PLANVITAL,02,2017,B,1.41
PROVIDA,02,2017,B,1.62
SISTEMA,02,2017,B,1.66
CAPITAL,02,2017,C,1.39
CUPRUM,02,2017,C,1.38
HABITAT,02,2017,C,1.39
MODELO,02,2017,C,1.37
PLANVITAL,02,2017,C,1.11
PROVIDA,02,2017,C,1.32
SISTEMA,02,2017,C,1.36
CAPITAL,02,2017,D,1.03
CUPRUM,02,2017,D,0.99
HABITAT,02,2017,D,0.98
MODELO,02,2017,D,1.01
PLANVITAL,02,2017,D,0.84
PROVIDA,02,2017,D,0.99
